Currency,Date,Exchange Rate
USD,14/6/2019,176.6075
USD,13/6/2019,176.4977
USD,12/6/2019,176.4514
USD,11/6/2019,176.4789
USD,10/6/2019,176.4305
USD,7/6/2019,176.4107
USD,6/6/2019,176.4209
USD,4/6/2019,176.5159
USD,3/6/2019,176.4889
USD,31/5/2019,176.4128
USD,30/5/2019,176.2329
USD,29/5/2019,176.3195
USD,28/5/2019,176.1232
USD,27/5/2019,176.4884
USD,24/5/2019,176.6843
USD,23/5/2019,176.662
USD,22/5/2019,176.1838
USD,21/5/2019,175.8892
USD,17/5/2019,176.2791
USD,16/5/2019,176.4147
USD,15/5/2019,176.7966
USD,14/5/2019,176.5361
USD,13/5/2019,176.1648
USD,10/5/2019,175.529
USD,9/5/2019,176.103
USD,8/5/2019,177.2202
USD,7/5/2019,177.62
USD,6/5/2019,176.939
USD,3/5/2019,176.8017
USD,2/5/2019,175.9381
USD,30/4/2019,175.4635
USD,29/4/2019,175.24
USD,26/4/2019,175.0153
USD,25/4/2019,174.7458
USD,24/4/2019,174.59
USD,23/4/2019,174.7604
USD,22/4/2019,174.4335
USD,18/4/2019,174.6659
USD,17/4/2019,174.6477
USD,16/4/2019,174.6152
USD,12/4/2019,174.6648
USD,11/4/2019,174.7157
USD,10/4/2019,174.7282
USD,9/4/2019,174.7209
USD,8/4/2019,174.844
USD,5/4/2019,174.7415
USD,4/4/2019,174.6211
USD,3/4/2019,174.5033
USD,2/4/2019,174.7519
USD,1/4/2019,175.555
USD,29/3/2019,176.13
USD,28/3/2019,176.4251
USD,27/3/2019,177.8233
USD,26/3/2019,178.156
USD,25/3/2019,178.0969
USD,22/3/2019,178.1267
USD,21/3/2019,178.4624
USD,19/3/2019,178.408
USD,18/3/2019,178.7486
USD,15/3/2019,178.88
USD,14/3/2019,178.9307
USD,13/3/2019,178.7689
USD,12/3/2019,178.5096
USD,11/3/2019,178.3794
USD,8/3/2019,178.4507
USD,7/3/2019,178.5012
USD,6/3/2019,179.5852
USD,5/3/2019,179.6806
USD,1/3/2019,180.1021
USD,28/2/2019,179.7994
USD,27/2/2019,179.8414
USD,26/2/2019,179.7118
USD,25/2/2019,179.482
USD,22/2/2019,179.5583
USD,21/2/2019,179.6042
USD,20/2/2019,179.6789
USD,18/2/2019,178.7021
USD,15/2/2019,178.6319
USD,14/2/2019,178.5202
USD,13/2/2019,178.2212
USD,12/2/2019,177.7812
USD,11/2/2019,177.9469
USD,8/2/2019,177.5755
USD,7/2/2019,178.0456
USD,6/2/2019,177.824
USD,5/2/2019,177.5497
USD,1/2/2019,178.7208
USD,31/1/2019,179.8821
USD,30/1/2019,181.5259
USD,29/1/2019,181.6271
USD,28/1/2019,181.6262
USD,25/1/2019,181.8987
USD,24/1/2019,182.263
USD,23/1/2019,181.85
USD,22/1/2019,181.7506
USD,21/1/2019,181.7405
USD,18/1/2019,182.3121
USD,17/1/2019,182.385
USD,16/1/2019,182.2205
USD,14/1/2019,181.8156
USD,11/1/2019,182.292
USD,10/1/2019,182.6258
USD,9/1/2019,182.4676
USD,8/1/2019,182.5069
USD,7/1/2019,182.8278
USD,4/1/2019,182.8783
USD,3/1/2019,182.8568
USD,2/1/2019,182.5464
USD,1/1/2019,182.9113
USD,31/12/2018,182.7499
USD,28/12/2018,182.2783
USD,27/12/2018,181.7208
USD,26/12/2018,181.472
USD,24/12/2018,181.2244
USD,21/12/2018,180.7979
USD,20/12/2018,180.4
USD,19/12/2018,180.0312
USD,18/12/2018,179.8466
USD,17/12/2018,179.8685
USD,14/12/2018,179.6566
USD,13/12/2018,179.4668
USD,12/12/2018,179.1527
USD,11/12/2018,178.8981
USD,10/12/2018,178.8155
USD,7/12/2018,179.1104
USD,6/12/2018,179.1033
USD,5/12/2018,178.9267
USD,4/12/2018,178.8232
USD,3/12/2018,179.6165
USD,30/11/2018,179.6722
USD,29/11/2018,180.0474
USD,28/11/2018,180.3916
USD,27/11/2018,180.1114
USD,26/11/2018,179.4631
USD,23/11/2018,178.3986
USD,21/11/2018,177.1682
USD,19/11/2018,176.5966
USD,16/11/2018,176.4816
USD,15/11/2018,176.2254
USD,14/11/2018,176.0527
USD,13/11/2018,175.5942
USD,12/11/2018,175.2614
USD,9/11/2018,175.1377
USD,8/11/2018,174.8183
USD,7/11/2018,174.5314
USD,5/11/2018,174.342
USD,2/11/2018,174.4937
USD,1/11/2018,175.3557
USD,31/10/2018,174.3762
USD,30/10/2018,173.9718
USD,29/10/2018,172.9639
USD,26/10/2018,172.8276
USD,25/10/2018,172.7322
USD,23/10/2018,172.1625
USD,22/10/2018,171.6692
USD,19/10/2018,171.2367
USD,18/10/2018,170.9331
USD,17/10/2018,170.9227
USD,16/10/2018,170.3548
USD,15/10/2018,170.9078
USD,12/10/2018,171.3456
USD,11/10/2018,171.3034
USD,10/10/2018,170.9457
USD,9/10/2018,170.6859
USD,8/10/2018,170.2896
USD,5/10/2018,170.0072
USD,4/10/2018,169.5961
USD,3/10/2018,169.2425
USD,2/10/2018,169.1966
USD,1/10/2018,169.2762
USD,28/9/2018,169.2383
USD,27/9/2018,168.8687
USD,26/9/2018,168.803
USD,25/9/2018,168.642
USD,21/9/2018,168.0316
USD,20/9/2018,166.4663
USD,19/9/2018,165.6326
USD,18/9/2018,164.4062
USD,17/9/2018,163.1284
USD,14/9/2018,162.805
USD,13/9/2018,162.5011
USD,12/9/2018,162.2853
USD,11/9/2018,162.3613
USD,10/9/2018,161.7706
USD,7/9/2018,161.9807
USD,6/9/2018,162.0424
USD,5/9/2018,161.8671
USD,4/9/2018,161.5684
USD,3/9/2018,161.4909
USD,31/8/2018,161.473
USD,30/8/2018,161.3587
USD,29/8/2018,161.2647
USD,28/8/2018,161.0916
USD,27/8/2018,160.8731
USD,24/8/2018,160.8
USD,23/8/2018,160.6166
USD,21/8/2018,160.596
USD,20/8/2018,160.466
USD,17/8/2018,160.4394
USD,16/8/2018,160.1768
USD,15/8/2018,160.1096
USD,14/8/2018,160.0946
USD,13/8/2018,160.0429
USD,10/8/2018,160.0374
USD,9/8/2018,159.8744
USD,8/8/2018,159.8027
USD,7/8/2018,159.859
USD,6/8/2018,159.8111
USD,3/8/2018,159.6628
USD,2/8/2018,159.5855
USD,1/8/2018,159.7491
USD,31/7/2018,159.7087
USD,30/7/2018,159.612
USD,26/7/2018,159.5434
USD,25/7/2018,159.4795
USD,24/7/2018,159.5204
USD,23/7/2018,160.0312
USD,20/7/2018,159.9869
USD,19/7/2018,160.01
USD,18/7/2018,159.8951
USD,17/7/2018,159.82
USD,16/7/2018,159.4635
USD,13/7/2018,159.3721
USD,12/7/2018,159.3652
USD,11/7/2018,159.3281
USD,10/7/2018,159.2333
USD,9/7/2018,159.0784
USD,6/7/2018,158.8105
USD,5/7/2018,158.5859
USD,4/7/2018,158.4355
USD,3/7/2018,158.4435
USD,2/7/2018,158.3634
USD,29/6/2018,158.2569
USD,28/6/2018,158.6676
USD,26/6/2018,158.6426
USD,25/6/2018,158.9913
USD,22/6/2018,159.6106
USD,21/6/2018,160.0279
USD,20/6/2018,159.8939
USD,19/6/2018,159.8239
USD,18/6/2018,159.8809
USD,14/6/2018,159.6003
USD,13/6/2018,159.6587
USD,12/6/2018,159.1135
USD,11/6/2018,158.9143
USD,8/6/2018,158.8323
USD,7/6/2018,158.636
USD,6/6/2018,158.5708
USD,5/6/2018,158.5126
USD,4/6/2018,158.5905
USD,1/6/2018,158.1255
USD,31/5/2018,158.09
USD,30/5/2018,157.9986
USD,28/5/2018,158.0433
USD,25/5/2018,158.0561
USD,24/5/2018,157.9682
USD,23/5/2018,157.8943
USD,22/5/2018,157.8376
USD,21/5/2018,157.8118
USD,18/5/2018,158.0664
USD,17/5/2018,158.5077
USD,16/5/2018,158.0362
USD,15/5/2018,157.9215
USD,14/5/2018,157.8822
USD,11/5/2018,157.8791
USD,10/5/2018,157.7914
USD,9/5/2018,157.5276
USD,8/5/2018,157.7261
USD,4/5/2018,157.8326
USD,3/5/2018,157.7781
USD,2/5/2018,157.7642
USD,1/5/2018,157.4737
USD,27/4/2018,157.6459
USD,26/4/2018,157.4628
USD,25/4/2018,157.1356
USD,24/4/2018,156.7727
USD,23/4/2018,156.3441
USD,20/4/2018,156.2545
USD,19/4/2018,156.422
USD,18/4/2018,156.3307
USD,17/4/2018,155.9267
USD,16/4/2018,155.7456
USD,12/4/2018,155.7097
USD,11/4/2018,155.5679
USD,10/4/2018,155.5146
USD,9/4/2018,155.5327
USD,6/4/2018,155.5234
USD,5/4/2018,156.0464
USD,4/4/2018,155.4869
USD,3/4/2018,155.3218
USD,2/4/2018,155.8286
USD,29/3/2018,155.9725
USD,28/3/2018,156.0632
USD,27/3/2018,156.1261
USD,26/3/2018,156.1428
USD,23/3/2018,156.0539
USD,22/3/2018,155.9482
USD,21/3/2018,156.1578
USD,20/3/2018,156.1535
USD,19/3/2018,156.0808
USD,16/3/2018,155.9768
USD,15/3/2018,155.8155
USD,14/3/2018,155.7566
USD,13/3/2018,155.6067
USD,12/3/2018,155.478
USD,9/3/2018,155.5392
USD,8/3/2018,155.2665
USD,7/3/2018,155.0849
USD,6/3/2018,155.1488
USD,5/3/2018,155.2269
USD,2/3/2018,154.978
USD,28/2/2018,154.8718
USD,27/2/2018,155.0075
USD,26/2/2018,155.2474
USD,23/2/2018,155.2255
USD,22/2/2018,155.3944
USD,21/2/2018,155.3787
USD,20/2/2018,155.2901
USD,19/2/2018,155.0773
USD,16/2/2018,155.3239
USD,15/2/2018,155.5955
USD,14/2/2018,154.7384
USD,12/2/2018,154.3075
USD,9/2/2018,154.4876
USD,8/2/2018,154.5862
USD,7/2/2018,154.5527
USD,6/2/2018,154.2579
USD,2/2/2018,154.1543
USD,1/2/2018,153.9449
USD,30/1/2018,153.7682
USD,29/1/2018,153.7329
USD,26/1/2018,153.7388
USD,25/1/2018,153.9389
USD,24/1/2018,154.0688
USD,23/1/2018,154.0135
USD,22/1/2018,153.9447
USD,19/1/2018,153.8803
USD,18/1/2018,153.8569
USD,17/1/2018,153.9215
USD,16/1/2018,153.91
USD,12/1/2018,153.781
USD,11/1/2018,153.7661
USD,10/1/2018,153.8203
USD,9/1/2018,153.8052
USD,8/1/2018,153.5567
USD,5/1/2018,153.6506
USD,4/1/2018,153.7699
USD,3/1/2018,153.6377
USD,2/1/2018,153.4697
USD,29/12/2017,152.8548
USD,28/12/2017,152.6243
USD,27/12/2017,152.7775
USD,26/12/2017,152.942
USD,22/12/2017,152.9524
USD,21/12/2017,153.0594
USD,20/12/2017,153.1487
USD,19/12/2017,153.1593
USD,18/12/2017,153.2297
USD,15/12/2017,153.3441
USD,14/12/2017,153.1463
USD,13/12/2017,153.0136
USD,12/12/2017,153.0573
USD,11/12/2017,153.17
USD,8/12/2017,153.3593
USD,7/12/2017,153.3314
USD,6/12/2017,153.3869
USD,5/12/2017,153.6153
USD,4/12/2017,153.6882
USD,30/11/2017,153.7652
USD,29/11/2017,153.7396
USD,28/11/2017,153.6152
USD,27/11/2017,153.7513
USD,24/11/2017,153.6767
USD,23/11/2017,153.776
USD,22/11/2017,153.8167
USD,21/11/2017,153.7552
USD,20/11/2017,153.6468
USD,17/11/2017,153.792
USD,16/11/2017,153.7806
USD,15/11/2017,153.6061
USD,14/11/2017,153.6184
USD,13/11/2017,153.6339
USD,10/11/2017,153.5123
USD,9/11/2017,153.3588
USD,8/11/2017,153.4353
USD,7/11/2017,153.6279
USD,6/11/2017,153.6598
USD,2/11/2017,153.698
USD,1/11/2017,153.5915
USD,31/10/2017,153.5903
USD,30/10/2017,153.5628
USD,27/10/2017,153.8
USD,26/10/2017,153.8586
USD,25/10/2017,153.7845
USD,24/10/2017,153.7473
USD,23/10/2017,153.6467
USD,20/10/2017,153.6976
USD,19/10/2017,153.619
USD,17/10/2017,153.6527
USD,16/10/2017,153.7464
USD,13/10/2017,153.6258
USD,12/10/2017,153.465
USD,11/10/2017,153.3903
USD,10/10/2017,153.2885
USD,9/10/2017,153.2603
USD,6/10/2017,153.3286
USD,4/10/2017,153.2121
USD,3/10/2017,153.1394
USD,2/10/2017,153.1072
USD,29/9/2017,153.0983
USD,28/9/2017,153.1024
USD,27/9/2017,153.0245
USD,26/9/2017,152.9434
USD,25/9/2017,152.8067
USD,22/9/2017,152.8252
USD,21/9/2017,153.0503
USD,20/9/2017,153.1959
USD,19/9/2017,152.9692
USD,18/9/2017,152.9684
USD,15/9/2017,153.1269
USD,14/9/2017,152.9124
USD,13/9/2017,152.8371
USD,12/9/2017,152.849
USD,11/9/2017,152.8017
USD,8/9/2017,152.7098
USD,7/9/2017,152.5607
USD,6/9/2017,152.5028
USD,4/9/2017,152.7656
USD,31/8/2017,152.835
USD,30/8/2017,152.7582
USD,29/8/2017,152.9208
USD,28/8/2017,152.9633
USD,25/8/2017,152.944
USD,24/8/2017,152.9127
USD,23/8/2017,153.15
USD,22/8/2017,153.3
USD,21/8/2017,153.3472
USD,18/8/2017,153.315
USD,17/8/2017,153.2016
USD,16/8/2017,153.208
USD,15/8/2017,153.12
USD,14/8/2017,153.0729
USD,11/8/2017,153.1871
USD,10/8/2017,153.2262
USD,9/8/2017,153.326
USD,8/8/2017,153.3579
USD,4/8/2017,153.4948
USD,3/8/2017,153.4864
USD,2/8/2017,153.5068
USD,1/8/2017,153.6111
USD,31/7/2017,153.7278
USD,28/7/2017,153.7357
USD,27/7/2017,153.5738
USD,26/7/2017,153.5212
USD,25/7/2017,153.581
USD,24/7/2017,153.7052
USD,21/7/2017,153.6808
USD,20/7/2017,153.751
USD,19/7/2017,153.7072
USD,18/7/2017,153.7026
USD,17/7/2017,153.7303
USD,14/7/2017,153.7125
USD,13/7/2017,153.7047
USD,12/7/2017,153.6652
USD,11/7/2017,153.7217
USD,10/7/2017,153.6625
USD,7/7/2017,153.7096
USD,6/7/2017,153.7243
USD,5/7/2017,153.6163
USD,4/7/2017,153.5427
USD,3/7/2017,153.51
USD,30/6/2017,153.51
USD,29/6/2017,153.313
USD,28/6/2017,153.2668
USD,27/6/2017,153.2334
USD,23/6/2017,153.3453
USD,22/6/2017,153.3313
USD,21/6/2017,153.2658
USD,20/6/2017,153.0236
USD,19/6/2017,152.85
USD,16/6/2017,152.5
USD,15/6/2017,152.5
USD,14/6/2017,152.5
USD,13/6/2017,152.5
USD,12/6/2017,152.5
USD,9/6/2017,152.5
USD,7/6/2017,152.4786
USD,6/6/2017,152.4966
USD,5/6/2017,152.5
USD,2/6/2017,152.5
USD,1/6/2017,152.5
USD,31/5/2017,152.5
USD,30/5/2017,152.5
USD,29/5/2017,152.5
USD,26/5/2017,152.5
USD,25/5/2017,152.5
USD,24/5/2017,152.5
USD,23/5/2017,152.5
USD,22/5/2017,152.5
USD,19/5/2017,152.5
USD,18/5/2017,152.3295
USD,17/5/2017,152.3667
USD,16/5/2017,152.3
USD,15/5/2017,152.3769
USD,12/5/2017,152.3
USD,9/5/2017,152.3154
USD,8/5/2017,152.3154
USD,5/5/2017,152.0455
USD,4/5/2017,152.0391
USD,3/5/2017,151.9
USD,2/5/2017,151.9
USD,28/4/2017,151.9
USD,27/4/2017,151.9
USD,26/4/2017,151.9
USD,25/4/2017,151.8985
USD,24/4/2017,151.9
USD,21/4/2017,151.9
USD,20/4/2017,151.9
USD,19/4/2017,151.9
USD,18/4/2017,151.9
USD,17/4/2017,151.6
USD,12/4/2017,151.6133
USD,11/4/2017,151.6
USD,7/4/2017,151.6
USD,6/4/2017,151.6
USD,5/4/2017,151.6
USD,4/4/2017,151.6
USD,3/4/2017,151.6
USD,31/3/2017,151.7354
USD,30/3/2017,151.7
USD,29/3/2017,151.6943
USD,28/3/2017,151.6943
USD,27/3/2017,151.6
USD,24/3/2017,151.6
USD,23/3/2017,151.6
USD,22/3/2017,151.6083
USD,21/3/2017,151.3939
USD,20/3/2017,151.3138
USD,17/3/2017,151.308
USD,16/3/2017,151.3469
USD,15/3/2017,151.35
USD,14/3/2017,151.3494
USD,13/3/2017,151.35
USD,10/3/2017,151.35
USD,9/3/2017,151.35
USD,8/3/2017,151.2534
USD,7/3/2017,151.2371
USD,6/3/2017,151.25
USD,3/3/2017,151.25
USD,2/3/2017,151.2476
USD,1/3/2017,151.25
USD,28/2/2017,151.25
USD,27/2/2017,151.25
USD,23/2/2017,151.235
USD,22/2/2017,151.2426
USD,21/2/2017,151.1245
USD,20/2/2017,150.8214
USD,17/2/2017,150.7482
USD,16/2/2017,150.7416
USD,15/2/2017,150.7456
USD,14/2/2017,150.7306
USD,13/2/2017,150.7474
USD,9/2/2017,150.75
USD,8/2/2017,150.75
USD,7/2/2017,150.75
USD,6/2/2017,150.5
USD,3/2/2017,150.5
USD,2/2/2017,150.5
USD,1/2/2017,150.3246
USD,31/1/2017,150.2429
USD,30/1/2017,150.25
USD,27/1/2017,150.25
USD,26/1/2017,150.2494
USD,25/1/2017,150.15
USD,24/1/2017,150.1478
USD,23/1/2017,150.15
USD,20/1/2017,150.1424
USD,19/1/2017,150.15
USD,18/1/2017,150.1363
USD,17/1/2017,150.1222
USD,16/1/2017,150.0402
USD,13/1/2017,150
USD,11/1/2017,149.9828
USD,10/1/2017,150
USD,9/1/2017,149.9983
USD,6/1/2017,150
USD,5/1/2017,149.9992
USD,4/1/2017,150
USD,3/1/2017,150
USD,2/1/2017,149.9747
USD,30/12/2016,149.8
USD,29/12/2016,149.7975
USD,28/12/2016,149.5
USD,27/12/2016,149.4231
USD,23/12/2016,149.295
USD,22/12/2016,149.295
USD,21/12/2016,149.0425
USD,20/12/2016,149.08
USD,19/12/2016,149.0933
USD,16/12/2016,149.095
USD,15/12/2016,148.6874
USD,14/12/2016,148.6874
USD,9/12/2016,148.6929
USD,8/12/2016,148.6548
USD,7/12/2016,148.3
USD,6/12/2016,148.3
USD,5/12/2016,148.1
USD,2/12/2016,147.964
USD,1/12/2016,147.95
USD,30/11/2016,147.95
USD,29/11/2016,147.95
USD,28/11/2016,147.95
USD,25/11/2016,147.9481
USD,24/11/2016,147.9481
USD,23/11/2016,147.95
USD,22/11/2016,147.95
USD,21/11/2016,147.95
USD,18/11/2016,147.747
USD,17/11/2016,147.746
USD,16/11/2016,147.7475
USD,15/11/2016,147.75
USD,11/11/2016,147.75
USD,10/11/2016,147.7471
USD,9/11/2016,147.7471
USD,8/11/2016,147.7085
USD,7/11/2016,147.7283
USD,4/11/2016,147.73
USD,3/11/2016,147.4
USD,2/11/2016,147.3963
USD,1/11/2016,147.3963
USD,31/10/2016,147.1136
USD,28/10/2016,146.9667
USD,27/10/2016,146.9
USD,26/10/2016,146.9
USD,25/10/2016,146.9
USD,24/10/2016,146.9
USD,21/10/2016,146.9
USD,20/10/2016,146.9
USD,19/10/2016,146.9
USD,18/10/2016,146.8778
USD,17/10/2016,146.8976
USD,14/10/2016,146.9
USD,13/10/2016,146.9
USD,12/10/2016,146.9
USD,11/10/2016,146.85
USD,10/10/2016,146.8469
USD,7/10/2016,146.7414
USD,6/10/2016,146.753
USD,5/10/2016,146.6698
USD,4/10/2016,146.7257
USD,3/10/2016,146.8753
USD,30/9/2016,146.7229
USD,29/9/2016,146.4824
USD,28/9/2016,146.3385
USD,27/9/2016,146.3273
USD,26/9/2016,146.2704
USD,23/9/2016,145.9
USD,22/9/2016,146.022
USD,21/9/2016,145.7706
USD,20/9/2016,145.75
USD,19/9/2016,145.8126
USD,15/9/2016,145.5983
USD,14/9/2016,145.2978
USD,13/9/2016,145.1558
USD,9/9/2016,145.4214
USD,8/9/2016,145.4333
USD,7/9/2016,145.4175
USD,6/9/2016,145.4175
USD,5/9/2016,145.4911
USD,2/9/2016,145.5118
USD,1/9/2016,145.5564
USD,31/8/2016,145.62
USD,30/8/2016,145.6286
USD,29/8/2016,145.6
USD,26/8/2016,145.8525
USD,25/8/2016,145.5111
USD,24/8/2016,145.5
USD,23/8/2016,145.5
USD,22/8/2016,145.5
USD,19/8/2016,145.5
USD,18/8/2016,145.5
USD,16/8/2016,145.5
USD,15/8/2016,145.5
USD,12/8/2016,145.5
USD,11/8/2016,145.6
USD,10/8/2016,145.6
USD,9/8/2016,145.6
USD,8/8/2016,145.6
USD,5/8/2016,145.6167
USD,4/8/2016,145.7471
USD,3/8/2016,145.745
USD,2/8/2016,145.75
USD,1/8/2016,145.75
USD,29/7/2016,145.7466
USD,28/7/2016,145.7466
USD,27/7/2016,145.75
USD,26/7/2016,145.75
USD,25/7/2016,145.75
USD,22/7/2016,145.75
USD,21/7/2016,145.25
USD,20/7/2016,145.25
USD,18/7/2016,145.25
USD,15/7/2016,145.25
USD,14/7/2016,145.25
USD,13/7/2016,145.2477
USD,12/7/2016,145.25
USD,11/7/2016,145.25
USD,8/7/2016,145.25
USD,7/7/2016,145.246
USD,5/7/2016,145.246
USD,4/7/2016,145.25
USD,1/7/2016,145.25
USD,30/6/2016,145.25
USD,29/6/2016,145.25
USD,28/6/2016,145.25
USD,27/6/2016,145.25
USD,24/6/2016,145.25
USD,23/6/2016,145.25
USD,22/6/2016,145.1935
USD,21/6/2016,144.5385
USD,20/6/2016,144.5
USD,17/6/2016,144.5893
USD,16/6/2016,144.75
USD,15/6/2016,144.725
USD,14/6/2016,144.7474
USD,13/6/2016,145.0131
USD,10/6/2016,145.548
USD,9/6/2016,145.7458
USD,8/6/2016,145.75
USD,7/6/2016,145.9
USD,6/6/2016,145.925
USD,3/6/2016,145.95
USD,2/6/2016,145.908
USD,1/6/2016,145.955
USD,31/5/2016,145.75
USD,30/5/2016,145.75
USD,27/5/2016,145.75
USD,26/5/2016,145.75
USD,25/5/2016,145.75
USD,24/5/2016,145.75
USD,20/5/2016,145.75
USD,19/5/2016,145.75
USD,18/5/2016,145.725
USD,17/5/2016,145.74
USD,16/5/2016,145.74
USD,13/5/2016,145.75
USD,12/5/2016,145.75
USD,11/5/2016,145.7327
USD,10/5/2016,145.715
USD,9/5/2016,145.7617
USD,6/5/2016,145.73
USD,5/5/2016,145.73
USD,4/5/2016,145.73
USD,3/5/2016,143.9
USD,29/4/2016,143.9
USD,28/4/2016,143.9
USD,27/4/2016,143.9
USD,26/4/2016,143.9
USD,25/4/2016,143.9024
USD,22/4/2016,143.9
USD,20/4/2016,143.9
USD,19/4/2016,143.9
USD,18/4/2016,143.9
USD,15/4/2016,143.9
USD,12/4/2016,143.9
USD,11/4/2016,143.9
USD,8/4/2016,143.9
USD,7/4/2016,143.9
USD,6/4/2016,143.9
USD,5/4/2016,143.9
USD,4/4/2016,143.9
USD,1/4/2016,143.9
USD,31/3/2016,143.9
USD,30/3/2016,143.89
USD,29/3/2016,143.9
USD,28/3/2016,143.895
USD,24/3/2016,143.9035
USD,23/3/2016,143.93
USD,21/3/2016,143.9
USD,18/3/2016,143.9
USD,17/3/2016,143.9
USD,16/3/2016,143.898
USD,15/3/2016,143.9
USD,14/3/2016,143.9
USD,11/3/2016,144.3571
USD,10/3/2016,144.0067
USD,9/3/2016,143.9089
USD,8/3/2016,143.9
USD,4/3/2016,144.1154
USD,3/3/2016,144.2556
USD,2/3/2016,143.9108
USD,1/3/2016,143.9165
USD,29/2/2016,144.354
USD,26/2/2016,143.9
USD,25/2/2016,143.883
USD,24/2/2016,143.8943
USD,23/2/2016,143.9192
USD,19/2/2016,143.93
USD,18/2/2016,143.9
USD,17/2/2016,143.9004
USD,16/2/2016,143.9207
USD,15/2/2016,143.8989
USD,12/2/2016,143.897
USD,11/2/2016,143.9
USD,10/2/2016,143.9
USD,9/2/2016,143.9091
USD,8/2/2016,143.9046
USD,5/2/2016,143.9296
USD,3/2/2016,143.9
USD,2/2/2016,143.9071
USD,1/2/2016,143.9
USD,29/1/2016,143.9208
USD,28/1/2016,143.8972
USD,27/1/2016,143.89
USD,26/1/2016,143.9089
USD,25/1/2016,143.9
USD,22/1/2016,143.9
USD,21/1/2016,143.8858
USD,20/1/2016,143.9169
USD,19/1/2016,143.9308
USD,18/1/2016,143.8161
USD,14/1/2016,143.8047
USD,13/1/2016,143.745
USD,12/1/2016,143.7993
USD,11/1/2016,143.8175
USD,8/1/2016,143.9415
USD,7/1/2016,144.0106
USD,6/1/2016,144.2318
USD,5/1/2016,144.1833
USD,4/1/2016,144.2333
USD,1/1/2016,144.0716
USD,31/12/2015,144.0623
USD,30/12/2015,143.8484
USD,29/12/2015,143.6861
USD,28/12/2015,143.6286
USD,23/12/2015,143.5859
USD,22/12/2015,143.5415
USD,21/12/2015,143.5406
USD,18/12/2015,143.5606
USD,17/12/2015,143.5647
USD,16/12/2015,143.4583
USD,15/12/2015,143.4938
USD,14/12/2015,143.276
USD,11/12/2015,143.2196
USD,10/12/2015,143.178
USD,9/12/2015,143.2214
USD,8/12/2015,143.2426
USD,7/12/2015,143.2529
USD,4/12/2015,143.2498
USD,3/12/2015,143.2318
USD,2/12/2015,143.2327
USD,1/12/2015,143.239
USD,30/11/2015,143.2074
USD,27/11/2015,143.0667
USD,26/11/2015,142.8892
USD,24/11/2015,142.6267
USD,23/11/2015,142.4662
USD,20/11/2015,142.3063
USD,19/11/2015,142.2797
USD,18/11/2015,142.2944
USD,17/11/2015,142.1384
USD,16/11/2015,142.0599
USD,13/11/2015,141.9633
USD,12/11/2015,141.929
USD,11/11/2015,141.901
USD,9/11/2015,141.5214
USD,6/11/2015,141.562
USD,5/11/2015,141.2663
USD,4/11/2015,141.0487
USD,3/11/2015,140.9771
USD,2/11/2015,140.9668
USD,30/10/2015,140.8543
USD,29/10/2015,140.8772
USD,28/10/2015,141.1087
USD,26/10/2015,141.0489
USD,23/10/2015,141.0638
USD,22/10/2015,141.0126
USD,21/10/2015,140.9901
USD,20/10/2015,140.9672
USD,19/10/2015,140.9554
USD,16/10/2015,140.9312
USD,15/10/2015,140.6841
USD,14/10/2015,140.4809
USD,13/10/2015,140.3209
USD,12/10/2015,140.338
USD,9/10/2015,140.5457
USD,8/10/2015,140.5995
USD,7/10/2015,141.0307
USD,6/10/2015,141.2243
USD,5/10/2015,141.2601
USD,2/10/2015,141.2575
USD,1/10/2015,141.2334
USD,30/9/2015,141.2335
USD,29/9/2015,141.2438
USD,28/9/2015,140.9568
USD,25/9/2015,140.9578
USD,23/9/2015,140.951
USD,22/9/2015,140.8342
USD,21/9/2015,140.5167
USD,18/9/2015,140.7891
USD,17/9/2015,140.6358
USD,16/9/2015,139.9898
USD,15/9/2015,139.7679
USD,14/9/2015,139.0345
USD,11/9/2015,138.936
USD,10/9/2015,138.7796
USD,9/9/2015,138.1655
USD,8/9/2015,137.4985
USD,7/9/2015,137.875
USD,4/9/2015,134.75
USD,3/9/2015,134.5
USD,2/9/2015,134.5
USD,1/9/2015,134.5
USD,31/8/2015,134.3
USD,28/8/2015,134.15
USD,27/8/2015,134.15
USD,26/8/2015,134.2496
USD,25/8/2015,134.1
USD,24/8/2015,134
USD,21/8/2015,133.9
USD,20/8/2015,133.8967
USD,19/8/2015,134
USD,18/8/2015,134
USD,17/8/2015,133.9
USD,14/8/2015,133.9
USD,13/8/2015,133.8
USD,12/8/2015,133.75
USD,11/8/2015,133.75
USD,10/8/2015,133.75
USD,7/8/2015,133.75
USD,6/8/2015,133.4927
USD,5/8/2015,133.4993
USD,4/8/2015,133.5
USD,3/8/2015,133.6
USD,30/7/2015,133.6
USD,29/7/2015,133.6
USD,28/7/2015,133.7
USD,27/7/2015,133.6976
USD,24/7/2015,133.6971
USD,23/7/2015,133.6988
USD,22/7/2015,133.7
USD,21/7/2015,133.8
USD,20/7/2015,133.7994
USD,17/7/2015,133.8
USD,16/7/2015,133.7992
USD,15/7/2015,133.8
USD,14/7/2015,133.8
USD,13/7/2015,133.6
USD,10/7/2015,133.6
USD,9/7/2015,133.6
USD,8/7/2015,133.6
USD,7/7/2015,133.6
USD,6/7/2015,133.6
USD,3/7/2015,133.6
USD,2/7/2015,133.7
