Currency,Date,Exchange Rate
USD,30/6/2015,133.7
USD,29/6/2015,133.7
USD,26/6/2015,133.7126
USD,25/6/2015,133.8
USD,24/6/2015,133.9
USD,23/6/2015,133.9
USD,22/6/2015,134.1
USD,19/6/2015,134.2
USD,18/6/2015,133.9986
USD,17/6/2015,133.9995
USD,16/6/2015,133.9987
USD,15/6/2015,134
USD,12/6/2015,133.7973
USD,11/6/2015,133.7985
USD,10/6/2015,133.8
USD,9/6/2015,133.8979
USD,8/6/2015,133.8966
USD,5/6/2015,133.9
USD,4/6/2015,133.9
USD,3/6/2015,133.9
USD,1/6/2015,133.9
USD,29/5/2015,133.9
USD,28/5/2015,133.9
USD,27/5/2015,133.9
USD,26/5/2015,133.7
USD,25/5/2015,133.7
USD,22/5/2015,133.7
USD,21/5/2015,133.7
USD,20/5/2015,133.4994
USD,19/5/2015,133.3
USD,18/5/2015,133.3125
USD,15/5/2015,133.4
USD,14/5/2015,133.4
USD,13/5/2015,133.5
USD,12/5/2015,133.4412
USD,11/5/2015,133.3
USD,8/5/2015,133.3
USD,7/5/2015,133.3
USD,6/5/2015,133.1
USD,5/5/2015,133.0714
USD,30/4/2015,132.9
USD,29/4/2015,132.9
USD,28/4/2015,132.897
USD,27/4/2015,132.9
USD,24/4/2015,132.8994
USD,23/4/2015,132.8983
USD,22/4/2015,132.8981
USD,21/4/2015,132.8964
USD,20/4/2015,132.9
USD,17/4/2015,132.9
USD,16/4/2015,132.9
USD,15/4/2015,132.8983
USD,10/4/2015,132.9
USD,9/4/2015,132.9
USD,8/4/2015,132.9
USD,7/4/2015,132.9
USD,6/4/2015,132.8984
USD,2/4/2015,132.9
USD,1/4/2015,132.9
USD,31/3/2015,132.9
USD,30/3/2015,132.8794
USD,27/3/2015,132.9
USD,26/3/2015,132.9
USD,25/3/2015,132.9
USD,24/3/2015,132.9
USD,23/3/2015,132.9
USD,20/3/2015,132.9
USD,19/3/2015,132.9
USD,18/3/2015,132.9
USD,17/3/2015,132.9
USD,16/3/2015,132.9
USD,13/3/2015,132.9
USD,12/3/2015,132.9
USD,11/3/2015,132.9
USD,10/3/2015,132.9
USD,9/3/2015,132.9
USD,6/3/2015,132.9
USD,4/3/2015,132.8986
USD,3/3/2015,132.9
USD,2/3/2015,132.9
USD,27/2/2015,132.9
USD,26/2/2015,132.9
USD,25/2/2015,132.8991
USD,24/2/2015,132.9
USD,23/2/2015,132.9
USD,20/2/2015,132.9
USD,19/2/2015,132.8
USD,18/2/2015,132.8
USD,16/2/2015,132.8
USD,13/2/2015,132.8
USD,12/2/2015,132.8
USD,11/2/2015,132.7987
USD,10/2/2015,132.8
USD,9/2/2015,132.8
USD,6/2/2015,132.2
USD,5/2/2015,132.2
USD,2/2/2015,132.2
USD,30/1/2015,132.2
USD,29/1/2015,132.194
USD,28/1/2015,132.0975
USD,27/1/2015,132.0817
USD,26/1/2015,132
USD,23/1/2015,131.85
USD,22/1/2015,131.9
USD,21/1/2015,131.7433
USD,20/1/2015,131.7054
USD,19/1/2015,131.5
USD,16/1/2015,131.0889
USD,13/1/2015,131.22
USD,12/1/2015,131.245
USD,9/1/2015,131.25
USD,8/1/2015,131.25
USD,7/1/2015,131.015
USD,6/1/2015,131.02
USD,2/1/2015,131.0125
USD,1/1/2015,131.091
USD,31/12/2014,131.0486
USD,30/12/2014,131.0778
USD,29/12/2014,131.0689
USD,26/12/2014,131.005
USD,24/12/2014,130.9978
USD,23/12/2014,131.0004
USD,22/12/2014,131.0348
USD,19/12/2014,131.0128
USD,18/12/2014,131.0158
USD,17/12/2014,131.0434
USD,16/12/2014,130.9917
USD,15/12/2014,131
USD,12/12/2014,131.0225
USD,11/12/2014,131.0071
USD,10/12/2014,131.01
USD,9/12/2014,131
USD,8/12/2014,131.02
USD,5/12/2014,131.0182
USD,4/12/2014,131
USD,3/12/2014,131
USD,2/12/2014,131.05
USD,1/12/2014,131.05
USD,28/11/2014,131.0082
USD,27/11/2014,131.0136
USD,26/11/2014,131
USD,25/11/2014,130.9967
USD,24/11/2014,131
USD,21/11/2014,131
USD,20/11/2014,131
USD,19/11/2014,130.9902
USD,18/11/2014,130.9861
USD,17/11/2014,130.95
USD,14/11/2014,130.95
USD,13/11/2014,130.8925
USD,12/11/2014,130.9
USD,11/11/2014,130.874
USD,10/11/2014,130.8656
USD,7/11/2014,130.85
USD,5/11/2014,130.85
USD,4/11/2014,130.85
USD,3/11/2014,130.8367
USD,31/10/2014,130.8436
USD,30/10/2014,130.85
USD,29/10/2014,130.8155
USD,28/10/2014,130.83
USD,27/10/2014,130.8175
USD,24/10/2014,130.7667
USD,23/10/2014,130.75
USD,21/10/2014,130.6348
USD,20/10/2014,130.6
USD,17/10/2014,130.6
USD,16/10/2014,130.5659
USD,15/10/2014,130.55
USD,14/10/2014,130.55
USD,13/10/2014,130.3815
USD,10/10/2014,130.3461
USD,9/10/2014,130.3127
USD,7/10/2014,130.3529
USD,3/10/2014,130.4946
USD,2/10/2014,130.4982
USD,1/10/2014,130.43
USD,30/9/2014,130.3707
USD,29/9/2014,130.35
USD,26/9/2014,130.3071
USD,25/9/2014,130.3067
USD,24/9/2014,130.2855
USD,23/9/2014,130.2712
USD,22/9/2014,130.28
USD,19/9/2014,130.275
USD,18/9/2014,130.2813
USD,17/9/2014,130.2759
USD,16/9/2014,130.28
USD,15/9/2014,130.28
USD,12/9/2014,130.2717
USD,11/9/2014,130.23
USD,10/9/2014,130.2027
USD,9/9/2014,130.2
USD,5/9/2014,130.1987
USD,4/9/2014,130.2037
USD,3/9/2014,130.205
USD,2/9/2014,130.1913
USD,1/9/2014,130.2045
USD,29/8/2014,130.1962
USD,28/8/2014,130.188
USD,27/8/2014,130.184
USD,26/8/2014,130.1934
USD,25/8/2014,130.1763
USD,22/8/2014,130.2014
USD,21/8/2014,130.2078
USD,20/8/2014,130.13
USD,19/8/2014,130.1518
USD,18/8/2014,130.1609
USD,15/8/2014,130.1646
USD,14/8/2014,130.2306
USD,13/8/2014,130.19
USD,12/8/2014,130.16
USD,11/8/2014,130.1711
USD,8/8/2014,130.1862
USD,7/8/2014,130.1933
USD,6/8/2014,130.2104
USD,5/8/2014,130.2255
USD,4/8/2014,130.2303
USD,1/8/2014,130.2067
USD,31/7/2014,130.2102
USD,30/7/2014,130.2086
USD,28/7/2014,130.227
USD,25/7/2014,130.2297
USD,24/7/2014,130.2598
USD,23/7/2014,130.2659
USD,22/7/2014,130.287
USD,21/7/2014,130.25
USD,18/7/2014,130.2
USD,17/7/2014,130.1865
USD,16/7/2014,130.18
USD,15/7/2014,130.1974
USD,14/7/2014,130.2
USD,11/7/2014,130.2233
USD,10/7/2014,130.2207
USD,9/7/2014,130.2504
USD,8/7/2014,130.2561
USD,7/7/2014,130.2573
USD,4/7/2014,130.2691
USD,3/7/2014,130.2807
USD,2/7/2014,130.301
USD,1/7/2014,130.3256
USD,30/6/2014,130.3018
USD,27/6/2014,130.3359
USD,26/6/2014,130.3144
USD,25/6/2014,130.2904
USD,24/6/2014,130.2741
USD,23/6/2014,130.2927
USD,20/6/2014,130.2652
USD,19/6/2014,130.2381
USD,18/6/2014,130.2298
USD,17/6/2014,130.2355
USD,16/6/2014,130.2476
USD,13/6/2014,130.253
USD,11/6/2014,130.26
USD,10/6/2014,130.2603
USD,9/6/2014,130.2566
USD,6/6/2014,130.2841
USD,5/6/2014,130.3164
USD,4/6/2014,130.3518
USD,3/6/2014,130.3526
USD,2/6/2014,130.3863
USD,30/5/2014,130.4631
USD,29/5/2014,130.4359
USD,28/5/2014,130.3865
USD,27/5/2014,130.4152
USD,26/5/2014,130.3717
USD,23/5/2014,130.3525
USD,22/5/2014,130.3732
USD,21/5/2014,130.3742
USD,20/5/2014,130.3515
USD,19/5/2014,130.3561
USD,16/5/2014,130.3608
USD,13/5/2014,130.3587
USD,12/5/2014,130.4841
USD,9/5/2014,130.5403
USD,8/5/2014,130.6
USD,7/5/2014,130.6
USD,6/5/2014,130.6
USD,5/5/2014,130.5957
USD,2/5/2014,130.625
USD,30/4/2014,130.5962
USD,29/4/2014,130.5982
USD,28/4/2014,130.604
USD,25/4/2014,130.6182
USD,24/4/2014,130.6191
USD,23/4/2014,130.5973
USD,22/4/2014,130.6082
USD,21/4/2014,130.6
USD,17/4/2014,130.6113
USD,16/4/2014,130.5973
USD,11/4/2014,130.5726
USD,10/4/2014,130.5891
USD,9/4/2014,130.589
USD,8/4/2014,130.7
USD,7/4/2014,130.5624
USD,4/4/2014,130.6804
USD,3/4/2014,130.689
USD,2/4/2014,130.6895
USD,1/4/2014,130.7
USD,31/3/2014,130.6949
USD,28/3/2014,130.6917
USD,27/3/2014,130.6866
USD,26/3/2014,130.6932
USD,25/3/2014,130.6497
USD,24/3/2014,130.6484
USD,21/3/2014,130.6474
USD,20/3/2014,130.5903
USD,19/3/2014,130.5675
USD,18/3/2014,130.5836
USD,17/3/2014,130.6067
USD,14/3/2014,130.6357
USD,13/3/2014,130.567
USD,12/3/2014,130.5025
USD,11/3/2014,130.5548
USD,10/3/2014,130.5483
USD,7/3/2014,130.5646
USD,6/3/2014,130.6001
USD,5/3/2014,130.6055
USD,4/3/2014,130.6341
USD,3/3/2014,130.9191
USD,28/2/2014,131.0008
USD,26/2/2014,131.0197
USD,25/2/2014,131.0184
USD,24/2/2014,130.9393
USD,21/2/2014,130.8485
USD,20/2/2014,130.85
USD,19/2/2014,130.7998
USD,18/2/2014,130.8167
USD,17/2/2014,130.8373
USD,13/2/2014,130.8357
USD,12/2/2014,130.8003
USD,11/2/2014,130.7142
USD,10/2/2014,130.6831
USD,7/2/2014,130.6471
USD,6/2/2014,130.6522
USD,5/2/2014,130.7284
USD,3/2/2014,130.7555
USD,31/1/2014,130.6957
USD,30/1/2014,130.7339
USD,29/1/2014,130.7849
USD,28/1/2014,130.7494
USD,27/1/2014,130.6575
USD,24/1/2014,130.8216
USD,23/1/2014,130.7787
USD,22/1/2014,130.7477
USD,21/1/2014,130.7368
USD,20/1/2014,130.7202
USD,17/1/2014,130.6629
USD,16/1/2014,130.7117
USD,13/1/2014,130.7029
USD,10/1/2014,130.7314
USD,9/1/2014,130.8059
USD,8/1/2014,130.741
USD,7/1/2014,130.695
USD,6/1/2014,130.6811
USD,3/1/2014,130.7035
USD,2/1/2014,130.7051
USD,1/1/2014,130.75
